#timestamp tx ty tz qx qy qz qw
1707405593.0331802 -0.16656987369060516 0.5547469854354858 0.6015510559082031 0.010435584001243114 -0.04951796308159828 0.017070986330509186 0.998572826385498
1707405590.83265 -0.1602703034877777 0.4602207839488983 0.5451619029045105 0.021239547058939934 -0.05491446703672409 0.021493688225746155 0.9980337619781494
1707405592.3997076 -0.17251364886760712 0.5187062621116638 0.5894221663475037 0.026590047404170036 -0.05731451138854027 0.007840183563530445 0.99797123670578
1707405598.9728692 -0.05714976415038109 0.35587579011917114 0.714539110660553 0.10903995484113693 0.03256555646657944 0.044261135160923004 0.9925174117088318
1707405589.9308913 -0.12802208960056305 0.4420411288738251 0.4490109086036682 0.005208900198340416 -0.04073633626103401 0.02230283059179783 0.9989074468612671
1707405587.6621237 -0.058531761169433594 0.4332631826400757 0.2663670480251312 -0.008071024902164936 -0.043645333498716354 0.03255249559879303 0.9984840154647827
1707405589.4296052 -0.11280275881290436 0.41984719038009644 0.40648511052131653 0.014831576496362686 -0.05003238096833229 0.02186899445950985 0.9983980059623718
1707405588.5958831 -0.06931737810373306 0.43987271189689636 0.3413381576538086 0.00020318686438258737 -0.08396758139133453 0.01923707313835621 0.9962827563285828
1707405591.2994432 -0.1941206455230713 0.4673488736152649 0.5499230623245239 0.02761705592274666 -0.06711722910404205 0.022400707006454468 0.9971112012863159
1707405595.969778 -0.09691831469535828 0.4827863872051239 0.6670407056808472 0.05375291407108307 -0.02086646482348442 0.006627919618040323 0.9983142018318176
1707405587.228594 -0.05130713805556297 0.42569082975387573 0.22715328633785248 -0.01550918910652399 -0.030184797942638397 0.034806787967681885 0.9988177418708801
1707405587.061853 -0.03879585862159729 0.41856980323791504 0.22123175859451294 -0.014648218639194965 -0.01672578603029251 0.03579065948724747 0.9991120100021362
1707405616.8852499 -0.22651758790016174 0.7960337400436401 -0.11372479796409607 -0.05577312409877777 -0.12571199238300323 0.026233503594994545 0.9901503324508667
1707405586.0613966 -0.004330567084252834 0.3676386773586273 0.16415290534496307 -0.02493082545697689 0.00033048566547222435 0.04388104006648064 0.9987255930900574
1707405584.760802 0.021426580846309662 0.21064679324626923 0.12267565727233887 0.022914739325642586 0.00432615727186203 0.04582590237259865 0.9986772537231445
1707405585.1276364 0.024618757888674736 0.25620925426483154 0.14147458970546722 0.01924903504550457 0.0046337503008544445 0.031561631709337234 0.9993057250976562
1707405584.02712 0.0026003012899309397 0.14413708448410034 0.07694770395755768 0.013046693056821823 -0.010511070489883423 0.02870764024555683 0.9994474649429321
1707405582.9599516 0.0 0.0 0.0 0.0 0.0 0.0 1.0
1707405590.432428 -0.1495593637228012 0.4609941244125366 0.5013532638549805 0.009440068155527115 -0.047347988933324814 0.022769754752516747 0.9985743165016174
1707405616.4513407 -0.2271573543548584 0.783112108707428 -0.02748715691268444 -0.054802294820547104 -0.11597007513046265 0.03084765560925007 0.9912598133087158
